ORDERCODE|RECORD_TYPE|PRODUCT_ID|SKU|BRAND|MODEL_NAME|QUANTITY|STREET_PRICE|PRICE|WEIGHT|PICTURE_1|PICTURE_2|PICTURE_3|SEX|CAT|SUBCAT|MODEL_ID|BARCODE|MODEL_SIZE|COLOR_CODE|COLOR|MADE_IN|MATERIAL|EAN|STAGIONE|Titel_ITA|Description_ITA|Titel_EN|Description_EN|Titel_ES|Description_ES|Titel_FR|Description_FR|Titel_DE|Description_DE|Lunghezza|Profondita|Altezza|Product_url|Titel_BG|Description_BG|Titel_PL|Description_PL|Titel_CZ|Description_CZ|Titel_SK|Description_SK|Titel_HU|Description_HU|Titel_RO|Description_RO
PM508209EGGOLONG_BI800|PRODUCT|31365|PM508209EGGOLONG_BI800|"PEPE JEANS"|PM508209EGGOLONG_BI800|15|53.00|14.83||https://cdn.stockfirmati.com/catalog/31365/pepejeanst-shirtmanichecorteuomobianco_1.jpg|https://cdn.stockfirmati.com/catalog/31365/pepejeanst-shirtmanichecorteuomobianco_2.jpg||uomo|Abbigliamento|T-Shirt||||bianco|Bianco|PORTOGALLO|"100% Cotone"||PE|"PEPE JEANS T-SHIRT MANICHE CORTE UOMO BIANCO"|"T-SHIRT MANICHE LUNGHE, REGULAR FIT, GIROCOLLO, STAMPA, LOGO, 100% SUSTAINABLE COTTON"|"PEPE JEANS MEN&#39;S SHORT SLEEVED T-SHIRT WHITE"|"LONG SLEEVED T-SHIRT, REGULAR FIT, CREW NECK, PRINT, LOGO, 100% SUSTAINABLE COTTON"|"CAMISETA MANGA CORTA HOMBRE PEPE JEANS BLANCO"|"CAMISETA DE MANGA LARGA, REGULAR FIT, CUELLO REDONDO, ESTAMPADO, LOGO, 100% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES COURTES HOMME BLANC"|"T-SHIRT À MANCHES LONGUES, COUPE REGULIÈRE, COL ROND, IMPRIMÉ, LOGO, 100% COTON DURABLE"|"PEPE JEANS HERREN-KURZÄRMELIGES T-SHIRT WEISS"|"LANGÄRMELIGES T-SHIRT, REGELMÄSSIGE PASSFORM, RUNDHALS, AUFDRUCK, LOGO, 100 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31365/pepe-jeans/t-shirt/uomo/pepe-jeans-t-shirt-maniche-corte-uomo-bianco|"PEPE JEANS МЪЖКА ТЕНИСКА С КЪС РЪКАВ БЯЛА"|"ТЕНИСКА С ДЪЛЪГ РЪКАВ, РЕГУЛАРНА КРОЯ, ЦЯЛО ДЕКО, ЩАМП, ЛОГО, 100% УСТОЙЧИВ ПАМУК"|"MĘSKI T-SHIRT Z KRÓTKIM RĘKAWEM PEPE JEANS BIAŁY"|"T-SHIRT Z DŁUGIM RĘKAWEM, KRÓJ REGULAR, Z ŁÓŻKĄ, NADRUKIEM, LOGO, 100% BAWEŁNY ZRÓWNOWAŻONEJ"|||"PÁNSKE TRIČKO PEPE JEANS S KRÁTKYMI RUKÁVMI BIELY"|"TRIČKO S DLHÝMI RUKÁVMI, STRIEH REGULAR, VÝKRK, POTLAČ, LOGO, 100% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS FÉRFI RÖVID UJJÚ PÓLÓ, FEHÉR"|"HOSSZÚ UJJÚ PÓLÓ, SZABÁLYOS ISMŰ, NYAKOS, NYAKOS, PRINT, LOGO, 100% FENNTARTHATÓ PAMUT"|"TRIOU BĂRBAȚI PEPE JEANS mânecă scurtă alb"|"TRIOC CU MÂNECĂ LUNGĂ, CUMPĂRĂ OGUNĂ, GÂT RĂU, IMPRIMAT, LOGO, 100% BUMBAC DURABIL"
PM508209EGGOLONG_BI800_S|MODEL|31365|PM508209EGGOLONG_BI800|||2|53.00|14.83||||||||106882|8445512047389|S|bianco|Bianco|||8445512047389|||||||||||||||||||||||||||
PM508209EGGOLONG_BI800_M|MODEL|31365|PM508209EGGOLONG_BI800|||5|53.00|14.83||||||||106881|8445512047372|M|bianco|Bianco|||8445512047372|||||||||||||||||||||||||||
PM508209EGGOLONG_BI800_L|MODEL|31365|PM508209EGGOLONG_BI800|||5|53.00|14.83||||||||106883|8445512047365|L|bianco|Bianco|||8445512047365|||||||||||||||||||||||||||
PM508209EGGOLONG_BI800_XL|MODEL|31365|PM508209EGGOLONG_BI800|||3|53.00|14.83||||||||106884|8445512047396|XL|bianco|Bianco|||8445512047396|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BL595|PRODUCT|31361|PL505203NEWVIRGINIA_BL595|"PEPE JEANS"|PL505203NEWVIRGINIA_BL595|6|53.00|14.83||https://cdn.stockfirmati.com/catalog/31361/pepejeanst-shirtmanichelunghedonnablu_1.jpg|https://cdn.stockfirmati.com/catalog/31361/pepejeanst-shirtmanichelunghedonnablu_2.jpg||donna|Abbigliamento|T-Shirt||||blu|Blu|BANGLADESH|"95% Cotone, 5% Elastan"||PE|"PEPE JEANS T-SHIRT MANICHE LUNGHE DONNA BLU"|"T-SHIRT MANICHE LUNGHE, GIROCOLLO, STAMPA, LOGO, 70% SUSTAINABLE COTTON"|"PEPE JEANS WOMEN&#39;S LONG SLEEVE T-SHIRT BLUE"|"LONG SLEEVE T-SHIRT, CREW NECK, PRINT, LOGO, 70% SUSTAINABLE COTTON"|"CAMISETA MANGA LARGA MUJER PEPE JEANS AZUL"|"CAMISETA MANGA LARGA, CUELLO REDONDO, ESTAMPADO, LOGO, 70% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES LONGUES FEMME BLEU"|"T-SHIRT À MANCHES LONGUES, COL ROND, IMPRIMÉ, LOGO, 70% COTON DURABLE"|"PEPE JEANS LANGARM-T-SHIRT FÜR DAMEN BLAU"|"LANGÄRMELIGES T-SHIRT, RUNDHALS, DRUCK, LOGO, 70 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31361/pepe-jeans/t-shirt/donna/pepe-jeans-t-shirt-maniche-lunghe-donna-blu|"PEPE JEANS ДАМСКА ТЕНИСКА С ДЪЛЪГ РЪКАВ СИН"|"ТЕНИСКА С ДЪЛЪГ РЪКАВ, КРЪЛО ДЕКО, ЩАМП, ЛОГО, 70% УСТОЙЧИВ ПАМУК"|"PEPE JEANS DAMSKA KOSZULKA Z DŁUGIM RĘKAWEM NIEBIESKA"|"T-SHIRT Z DŁUGIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 70% BAWEŁNY ZRÓWNOWAŻONEJ"|||"DÁMSKE TRIČKO PEPE JEANS S DLHÝM RUKÁVOM MODRÁ"|"TRIČKO S DLHÝM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 70% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS NŐI, HOSSZÚ UJJÚ PÓLÓ, KÉK"|"HOSSZÚ UJJÚ PÓLÓ, NYAKÚ, PRINT, LOGO, 70% FENNTARTHATÓ PAMUT"|"TRIOU PEPE JEANS DAMA LUNGA ALBASTRU"|"TRIOC MÂNECĂ LUNGĂ, GÂT TRU, IMPRIMUT, LOGO, 70% BUMBAC DURABIL"
PL505203NEWVIRGINIA_BL595_XS|MODEL|31361|PL505203NEWVIRGINIA_BL595|||2|53.00|14.83||||||||106864|8445512331822|XS|blu|Blu|||8445512331822|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BL595_S|MODEL|31361|PL505203NEWVIRGINIA_BL595|||2|53.00|14.83||||||||106861|8445512331808|S|blu|Blu|||8445512331808|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BL595_L|MODEL|31361|PL505203NEWVIRGINIA_BL595|||1|53.00|14.83||||||||106863|8445512331785|L|blu|Blu|||8445512331785|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BL595_XL|MODEL|31361|PL505203NEWVIRGINIA_BL595|||1|53.00|14.83||||||||106862|8445512331815|XL|blu|Blu|||8445512331815|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_NE999|PRODUCT|31360|PL505203NEWVIRGINIA_NE999|"PEPE JEANS"|PL505203NEWVIRGINIA_NE999|3|53.00|14.83||https://cdn.stockfirmati.com/catalog/31360/pepejeanst-shirtmanichelunghedonnanero_1.jpg|https://cdn.stockfirmati.com/catalog/31360/pepejeanst-shirtmanichelunghedonnanero_2.jpg||donna|Abbigliamento|T-Shirt||||nero|Nero|BANGLADESH|"95% Cotone, 5% Elastan"||PE|"PEPE JEANS T-SHIRT MANICHE LUNGHE DONNA NERO"|"T-SHIRT MANICHE LUNGHE, GIROCOLLO, STAMPA, LOGO, 70% SUSTAINABLE COTTON"|"PEPE JEANS WOMEN&#39;S LONG SLEEVE T-SHIRT BLACK"|"LONG SLEEVED T-SHIRT, CREW NECK, PRINT, LOGO, 70% SUSTAINABLE COTTON"|"CAMISETA MANGA LARGA MUJER PEPE JEANS NEGRO"|"CAMISETA MANGA LARGA, CUELLO REDONDO, ESTAMPADO, LOGO, 70% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES LONGUES FEMME NOIR"|"T-SHIRT À MANCHES LONGUES, COL ROND, IMPRIMÉ, LOGO, 70% COTON DURABLE"|"PEPE JEANS LANGARM-T-SHIRT FÜR DAMEN SCHWARZ"|"LANGÄRMELIGES T-SHIRT, RUNDHALS, DRUCK, LOGO, 70 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31360/pepe-jeans/t-shirt/donna/pepe-jeans-t-shirt-maniche-lunghe-donna-nero|"PEPE JEANS ДАМСКА ТЕНИСКА С ДЪЛЪГ РЪКАВ ЧЕРНА"|"ТЕНИСКА С ДЪЛЪГ РЪКАВ, КРЪГО ДЕКО, ЩАМП, ЛОГО, 70% УСТОЙЧИВ ПАМУК"|"DAMSKA KOSZULKA Z DŁUGIM RĘKAWEM PEPE JEANS CZARNA"|"T-SHIRT Z DŁUGIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 70% BAWEŁNY ZRÓWNOWAŻONEJ"|||"DÁMSKE TRIČKO PEPE JEANS S DLHÝM RUKÁVOM ČIERNE"|"TRIČKO S DLHÝM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 70% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS NŐI, HOSSZÚ UJJÚ PÓLÓ, FEKETE"|"HOSSZÚ UJJÚ PÓLÓ, NYAKOS NYAKÚ, PRINT, LOGO, 70% FENNTARTHATÓ PAMUT"|"TRIOU PEPE JEANS DAMA MECANI LUNGA NEGRU"|"TRIOU CU MÂNECĂ LUNGĂ, GÂT TRU, IMPRIMUT, LOGO, 70% BUMBAC DURABIL"
PL505203NEWVIRGINIA_NE999_XS|MODEL|31360|PL505203NEWVIRGINIA_NE999|||1|53.00|14.83||||||||106856|8445512332003|XS|nero|Nero|||8445512332003|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_NE999_S|MODEL|31360|PL505203NEWVIRGINIA_NE999|||2|53.00|14.83||||||||106857|8445512331983|S|nero|Nero|||8445512331983|||||||||||||||||||||||||||
PM508209EGGOLONG_NE999|PRODUCT|31358|PM508209EGGOLONG_NE999|"PEPE JEANS"|PM508209EGGOLONG_NE999|15|53.00|14.83||https://cdn.stockfirmati.com/catalog/31358/pepejeanst-shirtmanichecorteuomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31358/pepejeanst-shirtmanichecorteuomonero_2.jpg||uomo|Abbigliamento|T-Shirt||||nero|Nero|PORTOGALLO|"100% Cotone"||PE|"PEPE JEANS T-SHIRT MANICHE CORTE UOMO NERO"|"T-SHIRT MANICHE LUNGHE, REGULAR FIT, GIROCOLLO, STAMPA, LOGO, 100% SUSTAINABLE COTTON"|"PEPE JEANS MEN&#39;S SHORT SLEEVE T-SHIRT BLACK"|"LONG SLEEVED T-SHIRT, REGULAR FIT, CREW NECK, PRINT, LOGO, 100% SUSTAINABLE COTTON"|"CAMISETA MANGA CORTA HOMBRE PEPE JEANS NEGRO"|"CAMISETA DE MANGA LARGA, REGULAR FIT, CUELLO REDONDO, ESTAMPADO, LOGO, 100% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES COURTES HOMME NOIR"|"T-SHIRT À MANCHES LONGUES, COUPE REGULIÈRE, COL ROND, IMPRIMÉ, LOGO, 100% COTON DURABLE"|"PEPE JEANS HERREN-KURZARM-T-SHIRT SCHWARZ"|"LANGÄRMELIGES T-SHIRT, REGELMÄSSIGE PASSFORM, RUNDHALS, AUFDRUCK, LOGO, 100 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31358/pepe-jeans/t-shirt/uomo/pepe-jeans-t-shirt-maniche-corte-uomo-nero|"PEPE JEANS МЪЖКА ТЕНИСКА С КЪС РЪКАВ ЧЕРНА"|"ТЕНИСКА С ДЪЛЪГ РЪКАВ, РЕГУЛАРНА КРОЯ, ЦЯЛО ДЕКО, ЩАМП, ЛОГО, 100% УСТОЙЧИВ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM PEPE JEANS CZARNA"|"T-SHIRT Z DŁUGIM RĘKAWEM, KRÓJ REGULAR, Z ŁÓŻKĄ, NADRUKIEM, LOGO, 100% BAWEŁNY ZRÓWNOWAŻONEJ"|||"PÁNSKE TRIČKO PEPE JEANS S KRÁTKYM RUKÁVOM ČIERNE"|"TRIČKO S DLHÝMI RUKÁVMI, STRIEH REGULAR, VÝKRK, POTLAČ, LOGO, 100% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS FÉRFI RÖVID UJJÚ PÓLÓ FEKETE"|"HOSSZÚ UJJÚ PÓLÓ, SZABÁLYOS ISMŰ, NYAKOS, NYAKOS, PRINT, LOGO, 100% FENNTARTHATÓ PAMUT"|"TRIOU BĂRBAȚI PEPE JEANS mânecă scurtă NEGRU"|"TRIOC CU MÂNECĂ LUNGĂ, CUMPĂRĂ OGUNĂ, GÂT RĂU, IMPRIMAT, LOGO, 100% BUMBAC DURABIL"
PM508209EGGOLONG_NE999_S|MODEL|31358|PM508209EGGOLONG_NE999|||2|53.00|14.83||||||||106849|8445512047501|S|nero|Nero|||8445512047501|||||||||||||||||||||||||||
PM508209EGGOLONG_NE999_M|MODEL|31358|PM508209EGGOLONG_NE999|||5|53.00|14.83||||||||106848|8445512047495|M|nero|Nero|||8445512047495|||||||||||||||||||||||||||
PM508209EGGOLONG_NE999_L|MODEL|31358|PM508209EGGOLONG_NE999|||5|53.00|14.83||||||||106850|8445512047488|L|nero|Nero|||8445512047488|||||||||||||||||||||||||||
PM508209EGGOLONG_NE999_XL|MODEL|31358|PM508209EGGOLONG_NE999|||3|53.00|14.83||||||||106847|8445512047518|XL|nero|Nero|||8445512047518|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BI800|PRODUCT|31356|PL505203NEWVIRGINIA_BI800|"PEPE JEANS"|PL505203NEWVIRGINIA_BI800|12|53.00|14.83||https://cdn.stockfirmati.com/catalog/31356/pepejeanst-shirtmanichelunghedonnabianco_1.jpg|https://cdn.stockfirmati.com/catalog/31356/pepejeanst-shirtmanichelunghedonnabianco_2.jpg||donna|Abbigliamento|T-Shirt||||bianco|Bianco|BANGLADESH|"95% Cotone, 5% Elastan"||PE|"PEPE JEANS T-SHIRT MANICHE LUNGHE DONNA BIANCO"|"T-SHIRT MANICHE LUNGHE, GIROCOLLO, STAMPA, LOGO, 70% SUSTAINABLE COTTON"|"PEPE JEANS WOMEN&#39;S LONG SLEEVE T-SHIRT WHITE"|"LONG SLEEVE T-SHIRT, CREW NECK, PRINT, LOGO, 70% SUSTAINABLE COTTON"|"CAMISETA MANGA LARGA MUJER PEPE JEANS BLANCO"|"CAMISETA MANGA LARGA, CUELLO REDONDO, ESTAMPADO, LOGO, 70% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES LONGUES FEMME BLANC"|"T-SHIRT À MANCHES LONGUES, COL ROND, IMPRIMÉ, LOGO, 70% COTON DURABLE"|"PEPE JEANS LANGARM-T-SHIRT FÜR DAMEN WEISS"|"LANGÄRMELIGES T-SHIRT, RUNDHALS, DRUCK, LOGO, 70 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31356/pepe-jeans/t-shirt/donna/pepe-jeans-t-shirt-maniche-lunghe-donna-bianco|"PEPE JEANS ДАМСКА ТЕНИСКА С ДЪЛЪГ РЪКАВ БЯЛА"|"ТЕНИСКА С ДЪЛЪГ РЪКАВ, КРЪЛО ДЕКО, ЩАМП, ЛОГО, 70% УСТОЙЧИВ ПАМУК"|"PEPE JEANS DAMSKA KOSZULKA Z DŁUGIM RĘKAWEM BIAŁA"|"T-SHIRT Z DŁUGIM RĘKAWEM, OKRĘGIEM, NADRUKIEM, LOGO, 70% BAWEŁNY ZRÓWNOWAŻONEJ"|||"DÁMSKE TRIČKO PEPE JEANS S DLHÝM RUKÁVOM BIELY"|"TRIČKO S DLHÝM RUKÁVOM, VÝKRK, POTLAČ, LOGO, 70% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS NŐI, HOSSZÚ UJJÚ PÓLÓ, FEHÉR"|"HOSSZÚ UJJÚ PÓLÓ, NYAKÚ, PRINT, LOGO, 70% FENNTARTHATÓ PAMUT"|"TRIOU PEPE JEANS DAMA LUNGA ALB"|"TRIOC MÂNECĂ LUNGĂ, GÂT TRU, IMPRIMUT, LOGO, 70% BUMBAC DURABIL"
PL505203NEWVIRGINIA_BI800_XS|MODEL|31356|PL505203NEWVIRGINIA_BI800|||2|53.00|14.83||||||||106841|8445512331884|XS|bianco|Bianco|||8445512331884|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BI800_S|MODEL|31356|PL505203NEWVIRGINIA_BI800|||4|53.00|14.83||||||||106840|8445512331860|S|bianco|Bianco|||8445512331860|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BI800_M|MODEL|31356|PL505203NEWVIRGINIA_BI800|||4|53.00|14.83||||||||106837|8445512331853|M|bianco|Bianco|||8445512331853|||||||||||||||||||||||||||
PL505203NEWVIRGINIA_BI800_L|MODEL|31356|PL505203NEWVIRGINIA_BI800|||2|53.00|14.83||||||||106838|8445512331846|L|bianco|Bianco|||8445512331846|||||||||||||||||||||||||||
PM508208EGGON_GR913|PRODUCT|31353|PM508208EGGON_GR913|"PEPE JEANS"|PM508208EGGON_GR913|1|45.00|12.68||https://cdn.stockfirmati.com/catalog/31353/pepejeanst-shirtmanichecorteuomogrigio_1.jpg|https://cdn.stockfirmati.com/catalog/31353/pepejeanst-shirtmanichecorteuomogrigio_2.jpg||uomo|Abbigliamento|T-Shirt||||grigio|Grigio|PORTOGALLO|"100% Cotone"||PE|"PEPE JEANS T-SHIRT MANICHE CORTE UOMO GRIGIO"|"T-SHIRT MANICHE CORTE, REGULAR FIT, GIROCOLLO, STAMPA, LOGO, 100% SUSTAINABLE COTTON"|"PEPE JEANS MEN&#39;S SHORT SLEEVED T-SHIRT GRAY"|"SHORT SLEEVED T-SHIRT, REGULAR FIT, CREW NECK, PRINT, LOGO, 100% SUSTAINABLE COTTON"|"CAMISETA MANGA CORTA HOMBRE PEPE JEANS GRIS"|"CAMISETA DE MANGA CORTA, REGULAR FIT, CUELLO REDONDO, ESTAMPADO, LOGO, 100% ALGODÓN SOSTENIBLE"|"PEPE JEANS T-SHIRT À MANCHES COURTES HOMME GRIS"|"T-SHIRT À MANCHES COURTES, COUPE REGULIÈRE, COL ROND, IMPRIMÉ, LOGO, 100% COTON DURABLE"|"PEPE JEANS HERREN-KURZÄRMELIGES T-SHIRT GRAU"|"KURZÄRMELIGES T-SHIRT, REGELMÄSSIGE PASSFORM, RUNDHALS, AUFDRUCK, LOGO, 100 % NACHHALTIGE BAUMWOLLE"||||https://www.stockfirmati.it/d/31353/pepe-jeans/t-shirt/uomo/pepe-jeans-t-shirt-maniche-corte-uomo-grigio|"PEPE JEANS МЪЖКА ТЕНИСКА С КЪС РЪКАВ СИВА"|"ТЕНИСКА С КЪС РЪКАВ, РЕГИЛНА КРОЯ, ЦЯЛО ДЕКО, ЩАМП, ЛОГО, 100% УСТОЙЧИВ ПАМУК"|"MĘSKA KOSZULKA Z KRÓTKIM RĘKAWEM PEPE JEANS SZARY"|"T-SHIRT Z KRÓTKIM RĘKAWEM, KRÓJ REGULARNY, OKRĘGŁY SZYJ, NADRUK, LOGO, 100% BAWEŁNA ZRÓWNOWAŻONEJ"|||"PÁNSKE TRIČKO PEPE JEANS S KRÁTKYMI RUKÁVMI ŠEDÉ"|"TRIČKO S KRÁTKYM RUKÁVOM, STRIEH REGULAR, VÝKRK, POTLAČ, LOGO, 100% UDRŽATEĽNÁ BAVLNA"|"PEPE JEANS FÉRFI RÖVID UJJÚ PÓLÓ SZÜRKE"|"RÖVID UJJÚ PÓLÓ, SZABÁLYOS FAJTÁS, NYAKÚ, NYOMÁS, LOGO, 100% FENNTARTHATÓ PAMUT"|"TRIOU BĂRBAȚI PEPE JEANS CU MÂNECĂ SCURTĂ GRI"|"TRIOC CU MÂNECĂ SCURTĂ, CUMPĂRĂ OBLIGĂ, GÂT RĂU, IMPRIMAT, LOGO, 100% BUMBAC DURABIL"
PM508208EGGON_GR913_2XL|MODEL|31353|PM508208EGGON_GR913|||1|45.00|12.68||||||||106823|8445512829732|2XL|grigio|Grigio|||8445512829732|||||||||||||||||||||||||||
K8116VWMAREVILLEM_BLK89|PRODUCT|31352|K8116VWMAREVILLEM_BLK89|K-WAY|K8116VWMAREVILLEM_BLK89|3|216.00|60.81||https://cdn.stockfirmati.com/catalog/31352/k-wayborsadaviaggiomediauomoblu_1.jpg|https://cdn.stockfirmati.com/catalog/31352/k-wayborsadaviaggiomediauomoblu_2.jpg|https://cdn.stockfirmati.com/catalog/31352/k-wayborsadaviaggiomediauomoblu_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||blu|Blu|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO BLU"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||50.0|25.0|36.0|https://www.stockfirmati.it/d/31352/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-blu||||||||||||
K8116VWMAREVILLEM_BLK89_UNI|MODEL|31352|K8116VWMAREVILLEM_BLK89|||3|216.00|60.81||||||||106821|8059075927639|UNI|blu|Blu|||8059075927639|||||||||||||||||||||||||||
K8116WWMAREVILLEL_NEUSY|PRODUCT|31351|K8116WWMAREVILLEL_NEUSY|K-WAY|K8116WWMAREVILLEL_NEUSY|3|231.00|64.87||https://cdn.stockfirmati.com/catalog/31351/k-wayborsadaviaggiomediauomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31351/k-wayborsadaviaggiomediauomonero_2.jpg|https://cdn.stockfirmati.com/catalog/31351/k-wayborsadaviaggiomediauomonero_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||nero|Nero|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO NERO"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||60.0|30.0|30.0|https://www.stockfirmati.it/d/31351/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-nero||||||||||||
K8116WWMAREVILLEL_NEUSY_UNI|MODEL|31351|K8116WWMAREVILLEL_NEUSY|||3|231.00|64.87||||||||106820|8059075927851|UNI|nero|Nero|||8059075927851|||||||||||||||||||||||||||
K8116WWMAREVILLEL_BLK89|PRODUCT|31350|K8116WWMAREVILLEL_BLK89|K-WAY|K8116WWMAREVILLEL_BLK89|3|231.00|64.87||https://cdn.stockfirmati.com/catalog/31350/k-wayborsadaviaggiomediauomoblu_1.jpg|https://cdn.stockfirmati.com/catalog/31350/k-wayborsadaviaggiomediauomoblu_2.jpg|https://cdn.stockfirmati.com/catalog/31350/k-wayborsadaviaggiomediauomoblu_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||blu|Blu|CINA|"100% Poliammide"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO BLU"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, TRACOLLA REGOLABILE E REMOVIBILE, 3 TASCHE ESTERNE, 2 TASCHE INTERNE, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||60.0|30.0|30.0|https://www.stockfirmati.it/d/31350/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-blu||||||||||||
K8116WWMAREVILLEL_BLK89_UNI|MODEL|31350|K8116WWMAREVILLEL_BLK89|||3|231.00|64.87||||||||106819|8059075927790|UNI|blu|Blu|||8059075927790|||||||||||||||||||||||||||
K8116XWARDELU_NEUSY|PRODUCT|31349|K8116XWARDELU_NEUSY|K-WAY|K8116XWARDELU_NEUSY|3|216.00|60.81||https://cdn.stockfirmati.com/catalog/31349/k-wayborsadaviaggiomediauomonero_1.jpg|https://cdn.stockfirmati.com/catalog/31349/k-wayborsadaviaggiomediauomonero_2.jpg|https://cdn.stockfirmati.com/catalog/31349/k-wayborsadaviaggiomediauomonero_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||nero|Nero|CINA|"100% Poliestere"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO NERO"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, 3 TASCHE ESTERNE, 1 TASCA INTERNA, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||50.0|30.0|20.0|https://www.stockfirmati.it/d/31349/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-nero||||||||||||
K8116XWARDELU_NEUSY_UNI|MODEL|31349|K8116XWARDELU_NEUSY|||3|216.00|60.81||||||||106818|8059075928070|UNI|nero|Nero|||8059075928070|||||||||||||||||||||||||||
K8116XWARDELU_BLK89|PRODUCT|31348|K8116XWARDELU_BLK89|K-WAY|K8116XWARDELU_BLK89|2|216.00|60.81||https://cdn.stockfirmati.com/catalog/31348/k-wayborsadaviaggiomediauomoblu_1.jpg|https://cdn.stockfirmati.com/catalog/31348/k-wayborsadaviaggiomediauomoblu_2.jpg|https://cdn.stockfirmati.com/catalog/31348/k-wayborsadaviaggiomediauomoblu_3.jpg|uomo|"Borse e Accessori"|"Borse da Viaggio"||||blu|Blu|CINA|"100% Poliestere"||PE|"K-WAY BORSA DA VIAGGIO MEDIA UOMO BLU"|"BORSA DA VIAGGIO, 2 MANICI A SPALLA, 1 MANICO, 3 TASCHE ESTERNE, 1 TASCA INTERNA, DETTAGLI A CONTRASTO, CHIUSURA CON ZIP, LOGO"|||||||||50.0|30.0|20.0|https://www.stockfirmati.it/d/31348/k-way/borse-da-viaggio/uomo/k-way-borsa-da-viaggio-media-uomo-blu||||||||||||
K8116XWARDELU_BLK89_UNI|MODEL|31348|K8116XWARDELU_BLK89|||2|216.00|60.81||||||||106817|8059075928018|UNI|blu|Blu|||8059075928018|||||||||||||||||||||||||||
